2022-06-19 23:59:45+00:00,1538672916652515328,b'RT @cpansherry1777: @Cujopelli666 @kucoincom @ArchieNeko_ #ArchieNeko Community really cares about its Holders! Come join us at an AMA in D\xe2\x80\xa6',cpansherry1777
2022-06-19 23:59:40+00:00,1538672895936839680,b'@Cujopelli666 @kucoincom @ArchieNeko_ #ArchieNeko Community really cares about its Holders! Come join us at an AMA\xe2\x80\xa6 https://t.co/Uq4dFlvkKj',cpansherry1777
2022-06-19 23:59:20+00:00,1538672811673325568,"b""@AltcoinWorldcom Ignore any #altcoin that promises you 1000x at this time because it's clear for everyone to see th\xe2\x80\xa6 https://t.co/uM4dIZWTTG""",Eth_connect61
2022-06-19 23:58:12+00:00,1538672528226504704,"b""RT @jessechacon3: To all my $XYO #XYO Family I'm here with you hodling on strong \xf0\x9f\x92\xaa !! I stand with you because we beileve in something that\xe2\x80\xa6""",mahanforestry
2022-06-19 23:56:37+00:00,1538672127871700992,"b'$GGG chart looks really bullish, please do keep your \xf0\x9f\x91\x80 on this.#KuCoin #Bullish #BTC #Crypto #altcoin https://t.co/74VwZ3sqkH'",Altcoinking11
2022-06-19 23:56:31+00:00,1538672103599312896,"b'1 Bitcoin ( #BTC )\nDollar: 20,549.90$ \n\n1 Bitcoin Cash ( #BCH )\nDollar: 1,20.07$ \n\n1 Ethereum ( #ETH )\nDollar: 1,12\xe2\x80\xa6 https://t.co/ZbxQHNOznS'",coinpricenow
2022-06-19 23:56:03+00:00,1538671988516048898,b'@CryptoEmdarks How do you decide that a particular #altcoin has the best utility?\n\nWould helping to solve the probl\xe2\x80\xa6 https://t.co/tsj7sQxIn6',Eth_connect61
2022-06-19 23:55:54+00:00,1538671950914002945,"b'RT @cpansherry1777: @Cujopelli666 @kucoincom @ArchieNeko_ In a bearish market, you need something stable in your Wallet! #Archieneko is in\xe2\x80\xa6'",cpansherry1777
2022-06-19 23:55:50+00:00,1538671933784473601,"b'@Cujopelli666 @kucoincom @ArchieNeko_ In a bearish market, you need something stable in your Wallet! #Archieneko is\xe2\x80\xa6 https://t.co/V6oRieq7MO'",cpansherry1777
2022-06-19 23:55:31+00:00,1538671853413273602,"b""RT @token_cooter: When it comes to this Cooter, there's no such thing as a Bad Choice!! #EmbracingTheCooter #HoldYourCooter #BSC #BSCGems #\xe2\x80\xa6""",Ros3yRed
2022-06-19 23:54:48+00:00,1538671670956896267,"b'Its as simple as it gets, Buy when the market is red, sell when the market is green, NEVER do the opposite :) #btc\xe2\x80\xa6 https://t.co/tLRdwCVOwO'",FmIt2020
2022-06-19 23:54:41+00:00,1538671644721524736,"b""When it comes to this Cooter, there's no such thing as a Bad Choice!! #EmbracingTheCooter #HoldYourCooter #BSC\xe2\x80\xa6 https://t.co/dq5zjiBVU4""",token_cooter
2022-06-19 23:54:33+00:00,1538671611171069952,"b'\xf0\x9f\x8c\x95 Biggest #Cryptos 1-Day Volume\n\n#BTC: $20,695.22 (+7.86%)\n#ethereum: $1,141.56 (+15.19%)\n$SOL: $34.68 (+9.50%)\xe2\x80\xa6 https://t.co/Gm4pCOdB6O'",tokenviz
2022-06-19 23:54:23+00:00,1538671566359339008,b'@Cujopelli666 @kucoincom @ArchieNeko_ I agree! The #ArchieNeko  #staking is great to build passive income!@ArchieNe\xe2\x80\xa6 https://t.co/qRIJfokKRG',cpansherry1777
2022-06-19 23:53:47+00:00,1538671417637556224,"b'RT @VinuSquad: Hello #VINU community, a total of 500m VINU will be given to the 2 people who give me the best informative comments on why I\xe2\x80\xa6'",justfha_id
2022-06-19 23:53:38+00:00,1538671380048363520,"b'@Cujopelli666 @kucoincom @ArchieNeko_ In this bearish market, you just need something stable! #ArchieNeko  is your\xe2\x80\xa6 https://t.co/Q2fuhqVX5i'",cpansherry1777
2022-06-19 23:53:36+00:00,1538671371815124992,b'RT @AltGemHunter: Which #altcoin should I buy today before the altcoin season?? \xf0\x9f\x91\x80\xf0\x9f\x91\x80',gimminj52287658
2022-06-19 23:53:19+00:00,1538671297756119041,b'#Altcoin \xf0\x9f\x92\x8e Gem Hunting\n\n$APE \xe2\x9d\xa4 67 #ApeCoin \xf0\x9f\x93\x88 52%\n$UNI \xe2\x9d\xa4 67 #Uniswap \xf0\x9f\x93\x88 64%\n$GMT \xe2\x9d\xa4 64 #STEPN \xf0\x9f\x93\x88 63%\n$MKR \xe2\x9d\xa4 60 #Maker \xf0\x9f\x93\x88\xe2\x80\xa6 https://t.co/AWZlhLgybx',TradinginTime
2022-06-19 23:52:19+00:00,1538671048480002048,b'RT @CaptainMrMars: What is next #altcoin that will explode this year ?',beesquat
